call_id,customer_id,priority,type,date,ivr_in,ivr_out,ivr_time,q_start,q_exit,q_time,outcome,agent_start,agent_exit,ser_time,agent_id
12540,0,0,NW,990107,17:41:14,17:41:27,13,00:00:00,00:00:00,0,AGENT,17:41:26,17:44:52,206,4
12550,0,0,PS,990107,20:12:00,20:12:25,25,00:00:00,00:00:00,0,AGENT,20:12:24,20:18:19,355,4
33773,0,0,NW,990107,14:31:31,14:31:40,9,14:31:40,14:33:09,89,AGENT,14:33:08,14:34:10,62,4
33777,78191137,2,PS,990107,14:59:58,15:00:04,6,15:00:04,15:02:10,126,AGENT,15:02:09,15:19:29,1040,4
33783,0,0,NW,990107,15:47:21,15:47:31,10,15:47:31,15:49:24,113,AGENT,15:49:23,15:50:08,45,4
33798,0,0,NW,990107,17:27:28,17:27:48,20,00:00:00,00:00:00,0,AGENT,17:27:47,17:28:54,67,4
33801,0,0,NW,990107,17:44:07,17:44:17,10,17:44:17,17:44:56,39,AGENT,17:44:56,17:47:11,135,4
33802,0,0,NW,990107,17:55:04,17:55:13,9,17:55:13,17:57:36,143,AGENT,17:57:35,18:00:18,163,4
33806,0,0,NW,990107,18:24:41,18:25:06,25,18:25:06,18:27:16,130,AGENT,18:27:14,18:28:51,97,4
32809,27890615,1,PS,990107,15:29:06,15:29:12,6,15:29:12,15:30:27,75,AGENT,15:30:26,15:33:21,175,4
32823,0,0,NW,990107,16:41:47,16:41:57,10,16:41:57,16:42:39,42,AGENT,16:42:38,16:43:15,37,4
32838,0,0,NW,990107,18:32:24,18:32:49,25,18:32:49,18:34:03,74,AGENT,18:34:03,18:34:59,56,4
32839,0,0,PS,990107,18:46:00,18:46:11,11,00:00:00,00:00:00,0,AGENT,18:46:10,18:48:27,137,4
32845,0,0,NW,990107,21:12:38,21:12:53,15,00:00:00,00:00:00,0,AGENT,21:12:52,21:13:36,44,4
33570,59249862,2,PS,990107,13:57:07,13:57:12,5,13:57:12,13:58:48,96,AGENT,13:58:34,14:00:08,94,4
33574,59775346,1,PS,990107,14:31:58,14:32:03,5,14:32:03,14:34:14,131,AGENT,14:34:13,14:35:16,63,4
33579,58859752,2,PS,990107,14:56:48,14:56:54,6,14:56:54,14:59:18,144,AGENT,14:59:17,15:00:36,79,4
33593,0,0,NW,990107,16:17:59,16:18:09,10,16:18:09,16:18:30,21,AGENT,16:18:29,16:21:54,205,4
33601,0,0,NW,990107,17:09:07,17:09:17,10,17:09:17,17:10:49,92,AGENT,17:10:48,17:11:44,56,4
33602,0,0,NW,990107,17:16:38,17:16:47,9,17:16:47,17:17:33,46,AGENT,17:17:31,17:24:16,405,4
33617,0,0,PS,990107,20:18:26,20:19:40,74,00:00:00,00:00:00,0,AGENT,20:19:40,20:21:18,98,4
32460,63411037,2,PS,990107,14:10:10,14:10:16,6,14:10:16,14:11:39,83,AGENT,14:11:39,14:14:25,166,4
32470,101030,2,PS,990107,15:18:18,15:18:24,6,15:18:24,15:20:22,118,AGENT,15:20:21,15:21:34,73,4
32476,0,0,NW,990107,16:02:53,16:03:03,10,16:03:03,16:04:58,115,AGENT,16:04:57,16:06:55,118,4
32479,14504765,2,PS,990107,16:14:41,16:14:46,5,16:14:46,16:16:17,91,AGENT,16:16:16,16:17:37,81,4
32481,0,0,NW,990107,16:26:10,16:26:20,10,16:26:20,16:27:13,53,AGENT,16:27:11,16:27:51,40,4
32482,41630443,2,PS,990107,16:30:46,16:30:52,6,16:30:52,16:31:56,64,AGENT,16:31:55,16:33:07,72,4
32487,0,0,NW,990107,17:02:37,17:02:46,9,17:02:46,17:04:37,111,AGENT,17:04:36,17:04:57,21,4
32494,0,0,NW,990107,17:54:14,17:54:30,16,00:00:00,00:00:00,0,AGENT,17:54:30,17:56:53,143,4
32504,28465698,2,PS,990107,20:21:28,20:21:34,6,20:21:34,20:22:02,28,AGENT,20:22:02,20:25:54,232,4
33954,58859752,2,PS,990107,15:25:46,15:25:52,6,15:25:52,15:27:09,77,AGENT,15:27:08,15:29:11,123,4
33964,29640042,2,PS,990107,16:26:29,16:26:34,5,16:26:34,16:27:56,82,AGENT,16:27:54,16:31:51,237,4
33976,0,0,NW,990107,17:47:28,17:47:37,9,17:47:37,17:48:13,36,AGENT,17:48:13,17:53:36,323,4
33984,0,0,PS,990107,19:24:59,19:25:08,9,00:00:00,00:00:00,0,AGENT,19:25:07,19:27:17,130,4
34616,67946459,1,PS,990107,14:59:07,14:59:13,6,14:59:13,15:00:43,90,AGENT,15:00:42,15:02:06,84,4
34624,0,0,NW,990107,15:59:59,16:00:08,9,16:00:08,16:02:20,132,AGENT,16:02:20,16:03:25,65,4
34631,0,0,NW,990107,16:34:33,16:34:43,10,16:34:43,16:35:03,20,AGENT,16:35:02,16:36:03,61,4
34638,54128681,2,PS,990107,17:16:20,17:16:26,6,17:16:26,17:16:38,12,AGENT,17:16:37,17:17:28,51,4
34639,0,0,NW,990107,17:27:49,17:27:58,9,17:27:58,17:29:08,70,AGENT,17:29:07,17:30:45,98,4
34647,0,0,NW,990107,18:27:53,18:28:02,9,18:28:02,18:28:56,54,AGENT,18:28:55,18:29:51,56,4
34648,0,0,PS,990107,18:35:51,18:36:00,9,00:00:00,00:00:00,0,AGENT,18:36:00,18:38:26,146,4
34650,0,0,PS,990107,19:06:13,19:06:23,10,00:00:00,00:00:00,0,AGENT,19:06:22,19:09:46,204,4
34652,0,0,NW,990107,19:48:40,19:48:52,12,00:00:00,00:00:00,0,AGENT,19:48:51,19:50:08,77,4
30874,0,0,PS,990107,19:32:39,19:32:50,11,00:00:00,00:00:00,0,AGENT,19:32:50,19:34:07,77,4
12428,54146154,2,PS,990107,14:14:47,14:14:52,5,14:14:52,14:14:58,6,AGENT,14:14:57,14:23:52,535,4
12433,34292045,1,PS,990107,14:37:51,14:37:57,6,14:37:57,14:39:59,122,AGENT,14:39:58,14:43:59,241,4
12441,10858884,2,PS,990107,15:37:28,15:37:34,6,15:37:34,15:39:24,110,AGENT,15:39:23,15:49:14,591,4
12445,0,0,NW,990107,16:05:54,16:06:03,9,16:06:03,16:08:13,130,AGENT,16:08:13,16:10:36,143,4
12494,0,0,PS,990107,14:04:51,14:05:07,16,00:00:00,00:00:00,0,AGENT,14:05:06,14:06:23,77,4
12505,0,0,NW,990107,15:28:12,15:28:21,9,15:28:21,15:29:16,55,AGENT,15:29:15,15:29:22,7,4
12511,23784374,1,PS,990107,16:08:57,16:09:02,5,16:09:02,16:11:17,135,AGENT,16:11:17,16:13:08,111,4
12512,32382673,1,PS,990107,16:13:52,16:13:58,6,16:13:58,16:15:31,93,AGENT,16:15:31,16:16:11,40,4
12525,0,0,NW,990107,17:36:19,17:36:29,10,17:36:29,17:38:28,119,AGENT,17:38:27,17:40:27,120,4
12532,0,0,PS,990107,18:39:49,18:39:58,9,00:00:00,00:00:00,0,AGENT,18:39:57,18:43:05,188,4
12535,0,0,PS,990107,19:37:56,19:38:20,24,00:00:00,00:00:00,0,AGENT,19:38:19,19:41:20,181,4
12539,0,0,PS,990107,21:26:56,21:27:07,11,00:00:00,00:00:00,0,AGENT,21:27:06,21:31:20,254,4
12068,56666571,2,PS,990107,14:07:52,14:07:58,6,14:07:58,14:09:59,121,AGENT,14:09:58,14:11:35,97,4
12085,65032120,2,PS,990107,16:10:59,16:11:04,5,16:11:04,16:13:23,139,AGENT,16:13:22,16:15:44,142,4
12086,0,0,NW,990107,16:16:54,16:17:04,10,16:17:04,16:17:49,45,AGENT,16:17:48,16:18:26,38,4
12087,0,0,NW,990107,16:24:20,16:24:29,9,16:24:29,16:25:20,51,AGENT,16:25:20,16:25:47,27,4
12095,0,0,NW,990107,17:13:03,17:13:12,9,17:13:12,17:14:54,102,AGENT,17:14:53,17:15:46,53,4
12108,0,0,PS,990107,19:36:16,19:36:26,10,00:00:00,00:00:00,0,AGENT,19:36:26,19:37:05,39,4
33503,56839194,1,PS,990107,10:03:17,10:03:23,6,10:03:23,10:03:39,16,AGENT,10:03:38,10:04:55,77,8
33511,53473757,2,PS,990107,11:19:02,11:19:07,5,11:19:07,11:19:40,33,AGENT,11:19:39,11:23:01,202,8
33517,0,0,PS,990107,12:33:42,12:33:51,9,00:00:00,00:00:00,0,AGENT,12:33:50,12:34:17,27,8
33523,54128681,2,PS,990107,13:45:41,13:45:46,5,13:45:46,13:49:10,204,AGENT,13:49:10,13:50:55,105,8
33526,29435088,1,PS,990107,14:19:17,14:19:23,6,14:19:23,14:22:12,169,AGENT,14:22:11,14:24:21,130,8
28827,0,0,PS,990107,08:40:01,08:40:10,9,00:00:00,00:00:00,0,AGENT,08:40:09,08:42:17,128,8
28830,0,0,NW,990107,09:02:28,09:02:38,10,09:02:38,09:03:59,81,AGENT,09:03:59,09:06:14,135,8
28831,29437035,2,PS,990107,09:12:13,09:12:18,5,09:12:18,09:13:51,93,AGENT,09:13:50,09:21:58,488,8
28838,55348999,2,PS,990107,10:22:49,10:22:54,5,10:22:54,10:24:06,72,AGENT,10:24:05,10:27:18,193,8
28851,22874192,2,PS,990107,12:40:25,12:40:31,6,12:40:31,12:42:37,126,AGENT,12:42:37,12:43:26,49,8
28853,0,0,PS,990107,13:01:38,13:01:47,9,00:00:00,00:00:00,0,AGENT,13:01:46,13:04:14,148,8
28858,38565180,1,PS,990107,14:10:15,14:10:21,6,14:10:21,14:12:28,127,AGENT,14:12:27,14:14:11,104,8
24441,0,0,NW,990107,08:58:52,08:59:02,10,08:59:02,09:01:32,150,AGENT,09:01:32,09:02:57,85,8
24451,27344811,1,PS,990107,10:31:26,10:31:32,6,10:31:32,10:32:21,49,AGENT,10:32:19,10:50:13,1074,8
24461,0,0,PS,990107,12:13:41,12:13:50,9,00:00:00,00:00:00,0,AGENT,12:13:49,12:16:48,179,8
24468,69687275,2,PS,990107,13:41:19,13:41:25,6,13:41:25,13:42:18,53,AGENT,13:42:18,13:48:04,346,8
24469,25001041,2,PS,990107,13:52:10,13:52:16,6,13:52:16,13:52:58,42,AGENT,13:52:57,14:04:32,695,8
24475,56418049,2,PS,990107,14:44:30,14:44:36,6,14:44:36,14:46:40,124,AGENT,14:46:39,14:49:18,159,8
21100,0,0,PS,990107,08:54:03,08:54:13,10,00:00:00,00:00:00,0,AGENT,08:54:12,08:56:03,111,8
21101,0,0,NW,990107,08:59:56,09:00:05,9,09:00:05,09:03:02,177,AGENT,09:03:02,09:03:53,51,8
21122,0,0,NW,990107,12:32:34,12:32:47,13,00:00:00,00:00:00,0,AGENT,12:32:45,12:32:59,14,8
21134,65331878,2,PS,990107,14:35:52,14:35:58,6,14:35:58,14:37:31,93,AGENT,14:37:30,14:45:06,456,8
21139,28139426,2,PS,990107,15:11:40,15:11:45,5,15:11:45,15:13:38,113,AGENT,15:13:37,15:17:11,214,8
33701,50817386,2,PS,990107,09:50:57,09:51:03,6,09:51:03,09:52:16,73,AGENT,09:52:15,09:58:58,403,8
33711,58469123,1,PS,990107,11:32:23,11:32:30,7,11:32:30,11:33:10,40,AGENT,11:33:09,11:38:25,316,8
33720,73825671,1,PS,990107,13:18:07,13:18:13,6,13:18:13,13:20:03,110,AGENT,13:20:02,13:40:36,1234,8
33721,56178312,2,PS,990107,13:37:25,13:37:30,5,13:37:30,13:40:41,191,AGENT,13:40:40,13:42:13,93,8
34458,0,0,PS,990107,08:22:24,08:22:33,9,00:00:00,00:00:00,0,AGENT,08:22:32,08:33:10,638,8
34459,0,0,PS,990107,08:33:26,08:33:35,9,00:00:00,00:00:00,0,AGENT,08:33:34,08:39:18,344,8
34463,23530603,2,PS,990107,09:05:02,09:05:07,5,09:05:07,09:06:20,73,AGENT,09:06:19,09:07:16,57,8
34484,0,0,NW,990107,12:28:35,12:28:49,14,00:00:00,00:00:00,0,AGENT,12:28:48,12:31:54,186,8
34501,69687275,2,PS,990107,15:15:53,15:15:59,6,15:15:59,15:17:16,77,AGENT,15:17:15,15:22:56,341,8
34502,79727962,2,PS,990107,15:21:31,15:21:37,6,15:21:37,15:23:02,85,AGENT,15:23:01,15:25:33,152,8
28282,57929366,2,PS,990107,10:05:39,10:05:44,5,10:05:44,10:06:06,22,AGENT,10:06:05,10:07:03,58,8
28284,15239874,2,PS,990107,10:24:50,10:24:56,6,10:24:56,10:27:23,147,AGENT,10:27:22,10:29:00,98,8
28286,27851484,2,PS,990107,10:48:51,10:48:56,5,10:48:56,10:50:22,86,AGENT,10:50:22,10:55:13,291,8
28297,0,0,PS,990107,12:45:39,12:45:48,9,00:00:00,00:00:00,0,AGENT,12:45:48,12:47:01,73,8
28298,24199036,1,PS,990107,12:54:16,12:54:22,6,12:54:22,12:54:32,10,AGENT,12:54:31,12:55:01,30,8
28314,14504765,2,PS,990107,15:30:19,15:30:24,5,15:30:24,15:31:15,51,AGENT,15:31:14,15:35:04,230,8
27888,27387968,2,PS,990107,09:34:46,09:34:51,5,09:34:51,09:36:54,123,AGENT,09:36:52,09:43:18,386,8
27892,26988501,2,PS,990107,10:18:00,10:18:06,6,10:18:06,10:18:23,17,AGENT,10:18:21,10:23:52,331,8
27911,28764645,2,PS,990107,13:17:01,13:17:07,6,13:17:07,13:18:55,108,AGENT,13:18:54,13:19:59,65,8
27913,31893779,1,PS,990107,13:47:36,13:47:41,5,13:47:41,13:50:59,198,AGENT,13:50:59,13:52:54,115,8
12472,0,0,PS,990107,08:11:16,08:11:25,9,00:00:00,00:00:00,0,AGENT,08:11:24,08:20:36,552,8
12475,0,0,PS,990107,08:45:11,08:45:20,9,00:00:00,00:00:00,0,AGENT,08:45:19,08:50:09,290,8
12510,22874192,2,PS,990107,14:30:06,14:30:11,5,14:30:11,14:30:36,25,AGENT,14:30:35,14:31:24,49,8
33763,68654904,1,PS,990107,12:45:57,12:46:03,6,12:46:03,12:47:16,73,AGENT,12:47:15,12:51:18,243,8
33764,45566833,2,PS,990107,12:54:48,12:54:53,5,12:54:53,12:55:05,12,AGENT,12:55:04,12:56:04,60,8
33781,79727962,2,PS,990107,15:35:05,15:35:11,6,15:35:11,15:36:33,82,AGENT,15:36:32,15:43:05,393,8
32769,25229626,2,PS,990107,08:54:15,08:54:21,6,08:54:21,08:56:09,108,AGENT,08:56:08,09:01:27,319,8
32791,74780917,2,PS,990107,12:38:10,12:38:16,6,12:38:16,12:38:56,40,AGENT,12:38:55,12:42:30,215,8
32799,65338329,2,PS,990107,14:11:51,14:11:57,6,14:11:57,14:14:16,139,AGENT,14:14:15,14:17:33,198,8
33562,0,0,PS,990107,12:17:49,12:18:01,12,00:00:00,00:00:00,0,AGENT,12:18:01,12:22:49,288,8
33566,57756892,1,PS,990107,12:58:49,12:58:54,5,12:58:54,13:00:09,75,AGENT,13:00:08,13:01:25,77,8
33578,36288231,1,PS,990107,14:51:46,14:51:52,6,14:51:52,14:52:55,63,AGENT,14:52:55,14:53:39,44,8
33584,71520779,1,PS,990107,15:32:25,15:32:30,5,15:32:30,15:35:16,166,AGENT,15:35:15,15:36:23,68,8
33586,72600836,2,PS,990107,15:42:40,15:42:46,6,15:42:46,15:43:11,25,AGENT,15:43:10,15:58:00,890,8
32443,68847342,2,PS,990107,10:55:36,10:55:42,6,10:55:42,10:55:55,13,AGENT,10:55:55,11:00:12,257,8
32448,0,0,NW,990107,11:43:43,11:43:53,10,11:43:53,11:44:04,11,AGENT,11:44:03,11:44:54,51,8
32449,58029430,2,PS,990107,11:55:45,11:55:50,5,11:55:50,11:56:49,59,AGENT,11:56:49,11:57:48,59,8
32452,0,0,PS,990107,12:34:22,12:34:31,9,00:00:00,00:00:00,0,AGENT,12:34:30,12:38:11,221,8
32458,13937958,2,PS,990107,13:45:27,13:45:33,6,13:45:33,13:48:13,160,AGENT,13:48:12,13:49:06,54,8
32466,24947061,2,PS,990107,14:47:31,14:47:37,6,14:47:37,14:49:24,107,AGENT,14:49:23,14:51:45,142,8
33929,10587137,2,PS,990107,11:12:39,11:12:45,6,11:12:45,11:13:59,74,AGENT,11:13:58,11:16:26,148,8
33930,675306,2,PS,990107,11:22:06,11:22:12,6,11:22:12,11:23:06,54,AGENT,11:23:05,11:32:58,593,8
33933,32402612,1,PS,990107,11:57:43,11:57:49,6,11:57:49,11:57:54,5,AGENT,11:57:53,12:13:03,910,8
33937,52120771,1,PS,990107,12:42:48,12:42:54,6,12:42:54,12:43:31,37,AGENT,12:43:30,12:43:50,20,8
34598,27777200,2,PS,990107,11:55:19,11:55:24,5,11:55:24,11:56:34,70,AGENT,11:56:33,11:56:45,12,8
34600,0,0,NW,990107,12:20:27,12:20:36,9,12:20:36,12:22:53,137,AGENT,12:22:52,12:25:07,135,8
34615,48820351,2,PS,990107,14:53:03,14:53:09,6,14:53:09,14:53:44,35,AGENT,00:00:00,00:00:00,0,8
12397,41147513,2,PS,990107,08:42:12,08:42:17,5,08:42:17,08:42:24,7,AGENT,08:42:24,08:43:51,87,8
12398,27644400,2,PS,990107,08:49:50,08:49:56,6,08:49:56,08:50:14,18,AGENT,08:50:12,08:53:50,218,8
12402,52905981,2,PS,990107,09:25:08,09:25:13,5,09:25:13,09:27:43,150,AGENT,09:27:42,09:36:43,541,8
12422,1187707,2,PS,990107,12:55:24,12:55:29,5,12:55:29,12:56:08,39,AGENT,12:56:07,12:56:56,49,8
12432,74780917,2,PS,990107,14:31:14,14:31:20,6,14:31:20,14:31:29,9,AGENT,14:31:28,14:36:48,320,8
12468,22856181,2,PS,990107,09:23:52,09:23:58,6,09:23:58,09:24:45,47,AGENT,09:24:43,09:27:38,175,8
12470,48820351,2,PS,990107,09:40:20,09:40:26,6,09:40:26,09:43:22,176,AGENT,09:43:21,09:52:08,527,8
12473,0,0,PS,990107,10:07:18,10:07:30,12,00:00:00,00:00:00,0,AGENT,10:07:29,10:18:16,647,8
12486,0,0,NW,990107,12:21:55,12:22:03,8,12:22:03,12:25:13,190,AGENT,12:25:12,12:25:54,42,8
12050,69687275,2,PS,990107,10:59:11,10:59:17,6,10:59:17,11:00:52,95,AGENT,11:00:51,11:06:30,339,8
12055,579003,2,PS,990107,11:37:28,11:37:33,5,11:37:33,11:38:32,59,AGENT,11:38:31,11:43:59,328,8
12062,56666571,2,PS,990107,12:50:39,12:50:44,5,12:50:44,12:51:23,39,AGENT,12:51:22,12:54:27,185,8
12069,23955156,2,PS,990107,14:16:59,14:17:05,6,14:17:05,14:17:28,23,AGENT,14:17:27,14:21:52,265,8
12073,56183882,1,PS,990107,14:44:29,14:44:35,6,14:44:35,14:45:10,35,AGENT,14:45:09,14:46:36,87,8
12074,54164983,2,NW,990107,14:50:21,14:50:26,5,14:50:26,14:51:49,83,AGENT,14:51:48,14:52:50,62,8
33578,0,0,PS,990108,08:33:11,08:33:26,15,00:00:00,00:00:00,0,AGENT,08:33:25,08:36:26,181,2
28925,23506272,2,PS,990108,12:11:25,12:11:31,6,12:11:31,12:11:55,24,AGENT,12:11:54,12:12:40,46,2
24529,1570415,2,PS,990108,09:15:31,09:15:37,6,09:15:37,09:16:03,26,AGENT,09:16:02,09:25:33,571,2
24534,0,0,PS,990108,10:53:08,10:53:20,12,00:00:00,00:00:00,0,AGENT,10:53:19,10:56:54,215,2
21182,0,0,PS,990108,07:54:54,07:55:11,17,00:00:00,00:00:00,0,AGENT,07:55:10,07:56:58,108,2
33781,0,0,PS,990108,09:47:06,09:47:19,13,00:00:00,00:00:00,0,AGENT,09:47:19,09:49:35,136,2
33785,0,0,NW,990108,10:58:50,10:59:03,13,00:00:00,00:00:00,0,AGENT,10:59:02,10:59:59,57,2
34545,0,0,PS,990108,08:22:02,08:22:11,9,00:00:00,00:00:00,0,AGENT,08:22:11,08:26:31,260,2
34552,0,0,PS,990108,10:26:31,10:26:41,10,00:00:00,00:00:00,0,AGENT,10:26:41,10:35:03,502,2
34554,0,0,PS,990108,11:02:27,11:02:42,15,00:00:00,00:00:00,0,AGENT,11:02:41,11:05:21,160,2
2099,320858053,1,TT,990108,09:13:42,09:13:44,2,00:00:00,00:00:00,0,AGENT,09:13:43,09:13:43,0,2
1220,0,0,TT,990108,10:16:29,10:16:31,2,00:00:00,00:00:00,0,AGENT,10:16:30,10:16:30,0,2
28371,30164461,2,PS,990108,12:12:45,12:12:51,6,12:12:51,12:12:59,8,AGENT,12:12:58,12:19:58,420,2
27966,0,0,PS,990108,08:03:58,08:04:07,9,00:00:00,00:00:00,0,AGENT,08:04:07,08:10:55,408,2
27982,27576552,2,PS,990108,12:47:55,12:48:01,6,12:48:01,12:48:56,55,AGENT,12:48:56,12:50:02,66,2
33824,0,0,PS,990108,08:49:43,08:49:55,12,00:00:00,00:00:00,0,AGENT,08:49:54,09:02:41,767,2
33826,0,0,PS,990108,09:34:09,09:34:20,11,00:00:00,00:00:00,0,AGENT,09:34:19,09:35:48,89,2
33827,0,0,PS,990108,09:53:52,09:54:06,14,00:00:00,00:00:00,0,AGENT,09:54:05,09:56:47,162,2
33836,0,0,PS,990108,12:36:32,12:36:44,12,00:00:00,00:00:00,0,AGENT,12:36:43,12:42:32,349,2
32856,0,0,PS,990108,09:08:54,09:09:05,11,00:00:00,00:00:00,0,AGENT,09:09:04,09:11:21,137,2
32861,0,0,NW,990108,10:44:36,10:44:50,14,00:00:00,00:00:00,0,AGENT,10:44:49,10:45:18,29,2
32864,0,0,PS,990108,11:47:05,11:47:15,10,00:00:00,00:00:00,0,AGENT,11:47:14,11:48:31,77,2
33631,0,0,PS,990108,09:37:13,09:37:23,10,00:00:00,00:00:00,0,AGENT,09:37:23,09:40:18,175,2
33636,0,0,PS,990108,10:45:14,10:45:40,26,00:00:00,00:00:00,0,AGENT,10:45:40,10:50:05,265,2
33639,3519998,2,PS,990108,11:48:07,11:48:13,6,11:48:13,11:48:37,24,AGENT,11:48:36,12:00:20,704,2
33641,56129562,2,PS,990108,12:18:26,12:18:32,6,12:18:32,12:20:04,92,AGENT,12:20:02,12:24:48,286,2
32519,0,0,PS,990108,09:59:44,09:59:54,10,00:00:00,00:00:00,0,AGENT,09:59:53,10:06:01,368,2
32523,0,0,PS,990108,11:09:09,11:09:24,15,00:00:00,00:00:00,0,AGENT,11:09:22,11:15:29,367,2
32526,0,0,NW,990108,12:08:48,12:09:02,14,00:00:00,00:00:00,0,AGENT,12:09:01,12:11:28,147,2
32528,0,0,NW,990108,12:42:25,12:42:40,15,00:00:00,00:00:00,0,AGENT,12:42:39,12:48:26,347,2
34002,0,0,PS,990108,10:09:55,10:10:04,9,00:00:00,00:00:00,0,AGENT,10:10:03,10:13:23,200,2
34006,0,0,PS,990108,11:17:29,11:17:47,18,00:00:00,00:00:00,0,AGENT,11:17:46,11:31:22,816,2
34663,0,0,PS,990108,08:29:20,08:29:32,12,00:00:00,00:00:00,0,AGENT,08:29:31,08:30:40,69,2
31411,25685413,2,PS,990108,10:12:54,10:13:00,6,10:13:00,10:13:29,29,AGENT,10:13:27,10:15:36,129,2
30889,0,0,PS,990108,09:11:23,09:11:32,9,00:00:00,00:00:00,0,AGENT,09:11:31,09:13:25,114,2
12481,0,0,PS,990108,07:42:29,07:42:50,21,00:00:00,00:00:00,0,AGENT,07:42:49,07:43:56,67,2
12546,0,0,PS,990108,08:14:13,08:14:24,11,00:00:00,00:00:00,0,AGENT,08:14:22,08:18:08,226,2
12551,0,0,PS,990108,09:40:55,09:41:05,10,00:00:00,00:00:00,0,AGENT,09:41:05,09:44:24,199,2
12121,0,0,PS,990108,08:41:48,08:41:59,11,00:00:00,00:00:00,0,AGENT,08:41:58,08:46:39,281,2
12127,0,0,PS,990108,10:35:27,10:35:40,13,00:00:00,00:00:00,0,AGENT,10:35:39,10:43:53,494,2
33577,0,0,NW,990108,08:15:28,08:15:41,13,00:00:00,00:00:00,0,AGENT,08:15:40,08:17:42,122,4
33580,0,0,NW,990108,08:57:13,08:57:22,9,08:57:22,08:57:59,37,AGENT,08:57:57,08:58:53,56,4
33584,0,0,PS,990108,10:18:24,10:18:32,8,00:00:00,00:00:00,0,AGENT,10:18:31,10:19:40,69,4
28916,0,0,PS,990108,09:17:51,09:18:00,9,00:00:00,00:00:00,0,AGENT,09:17:59,09:26:36,517,4
28919,29022514,2,PS,990108,10:19:02,10:19:08,6,10:19:08,10:19:45,37,AGENT,10:19:44,10:21:06,82,4
24530,0,0,NW,990108,09:43:44,09:44:11,27,00:00:00,00:00:00,0,AGENT,09:44:03,09:59:00,897,4
21195,0,0,PS,990108,11:54:50,11:55:00,10,00:00:00,00:00:00,0,AGENT,11:54:59,11:57:09,130,4
21197,0,0,NW,990108,12:30:57,12:31:07,10,12:31:07,12:31:28,21,AGENT,12:31:27,12:32:31,64,4
33783,0,0,PS,990108,10:21:08,10:21:16,8,00:00:00,00:00:00,0,AGENT,10:21:16,10:23:32,136,4
33791,58859752,2,PS,990108,12:47:49,12:47:55,6,12:47:55,12:48:18,23,AGENT,12:48:18,12:49:28,70,4
34547,0,0,PS,990108,08:45:48,08:45:57,9,00:00:00,00:00:00,0,AGENT,08:45:55,08:48:59,184,4
34555,0,0,PS,990108,11:17:20,11:17:28,8,00:00:00,00:00:00,0,AGENT,11:17:27,11:17:54,27,4
34559,32336992,1,PS,990108,12:31:55,12:32:01,6,12:32:01,12:32:36,35,AGENT,12:32:35,12:33:42,67,4
28358,0,0,NW,990108,08:21:33,08:21:47,14,00:00:00,00:00:00,0,AGENT,08:21:46,08:23:20,94,4
28367,0,0,PS,990108,11:00:28,11:00:38,10,00:00:00,00:00:00,0,AGENT,11:00:37,11:01:36,59,4
28374,29012234,1,PS,990108,13:13:16,13:13:21,5,13:13:21,13:14:46,85,AGENT,13:14:45,13:16:26,101,4
27974,0,0,PS,990108,10:27:14,10:27:27,13,00:00:00,00:00:00,0,AGENT,10:27:26,10:29:57,151,4
27976,0,0,PS,990108,11:02:31,11:02:40,9,00:00:00,00:00:00,0,AGENT,11:02:39,11:11:29,530,4
12565,0,0,PS,990108,09:54:20,09:54:37,17,00:00:00,00:00:00,0,AGENT,09:54:36,09:58:37,241,4
12566,31834286,1,PS,990108,10:11:28,10:11:34,6,10:11:34,10:12:00,26,AGENT,10:11:59,10:12:36,37,4
33822,0,0,PS,990108,08:24:50,08:25:00,10,00:00:00,00:00:00,0,AGENT,08:25:00,08:32:03,423,4
32863,0,0,PS,990108,11:20:30,11:20:38,8,00:00:00,00:00:00,0,AGENT,11:20:37,11:23:50,193,4
32868,0,0,PS,990108,13:00:06,13:00:15,9,00:00:00,00:00:00,0,AGENT,13:00:15,13:00:41,26,4
33628,0,0,NW,990108,08:40:17,08:40:26,9,08:40:26,08:41:22,56,AGENT,08:41:21,08:42:10,49,4
33629,0,0,PS,990108,08:52:13,08:52:21,8,00:00:00,00:00:00,0,AGENT,08:52:21,08:53:17,56,4
33633,65032120,2,PS,990108,10:11:54,10:11:59,5,10:11:59,10:12:53,54,AGENT,10:12:52,10:16:45,233,4
33640,0,0,NW,990108,12:06:44,12:06:57,13,00:00:00,00:00:00,0,AGENT,12:06:56,12:08:20,84,4
32513,0,0,PS,990108,08:10:18,08:10:28,10,00:00:00,00:00:00,0,AGENT,08:10:27,08:11:00,33,4
32527,0,0,PS,990108,12:24:30,12:24:39,9,00:00:00,00:00:00,0,AGENT,12:24:38,12:27:04,146,4
32529,38230405,2,PS,990108,13:06:28,13:06:34,6,13:06:34,13:07:49,75,AGENT,13:07:48,13:08:52,64,4
33999,0,0,PS,990108,09:05:04,09:05:19,15,00:00:00,00:00:00,0,AGENT,09:05:17,09:16:05,648,4
34007,0,0,PS,990108,11:46:07,11:46:16,9,00:00:00,00:00:00,0,AGENT,11:46:15,11:51:12,297,4
34008,0,0,PS,990108,11:57:48,11:57:58,10,00:00:00,00:00:00,0,AGENT,11:57:58,12:05:21,443,4
34009,0,0,NW,990108,12:14:53,12:15:05,12,00:00:00,00:00:00,0,AGENT,12:15:05,12:22:21,436,4
